date,country,temperature,rainfall
2021-02-09,Denmark,6,20
2021-02-09,China,52,277
2021-02-09,Australia,41,99
2021-02-10,France,22,137
2021-02-10,Argentina,33,95
2021-02-10,Denmark,13,153
2021-02-10,China,52,275
2021-02-10,Australia,41,222
2021-02-11,France,-4,50
2021-02-11,Argentina,-11,92
2021-02-11,Denmark,-5,199
2021-02-11,China,23,215
2021-02-11,Australia,16,198
2021-02-12,France,8,270
2021-02-12,Argentina,21,265
2021-02-12,Denmark,47,40
2021-02-12,China,40,338
2021-02-12,Australia,-8,222
2021-02-13,France,38,22
2021-02-13,Argentina,11,167
2021-02-13,Denmark,6,342
2021-02-13,China,9,322
2021-02-13,Australia,32,61
2021-02-14,France,-2,295
2021-02-14,Argentina,41,50
2021-02-14,Denmark,18,309
2021-02-14,China,22,179
2021-02-14,Australia,-5,37
2021-02-15,France,23,252
2021-02-15,Argentina,26,344
2021-02-15,Denmark,10,107
2021-02-15,China,46,86
2021-02-15,Australia,4,214
2021-02-16,France,3,204
2021-02-16,Argentina,45,249
2021-02-16,Denmark,13,289
2021-02-16,China,44,41
2021-02-16,Australia,-3,41
2021-02-17,France,-6,157
2021-02-17,Argentina,26,219
2021-02-17,Denmark,49,31
2021-02-17,China,33,284
2021-02-17,Australia,42,224
2021-02-18,France,18,41
2021-02-18,Argentina,-9,82
2021-02-18,Denmark,22,130
2021-02-18,China,40,325
2021-02-18,Australia,-3,116
2021-02-19,France,2,323
2021-02-19,Argentina,45,56
2021-02-19,Denmark,43,265
2021-02-19,China,54,110
2021-02-19,Australia,25,111
2021-02-20,France,1,8
2021-02-20,Argentina,30,79
2021-02-20,Denmark,4,59
2021-02-20,China,26,45
2021-02-20,Australia,-4,127
2021-02-21,France,-7,341
2021-02-21,Argentina,51,260
2021-02-21,Denmark,7,47
2021-02-21,China,-11,40
2021-02-21,Australia,47,266
2021-02-22,France,19,58
2021-02-22,Argentina,51,38
2021-02-22,Denmark,38,120
2021-02-22,China,24,259
2021-02-22,Australia,38,32
2021-02-23,France,35,8
2021-02-23,Argentina,43,129
2021-02-23,Denmark,4,349
2021-02-23,China,47,200
2021-02-23,Australia,40,110
2021-02-24,France,39,306
2021-02-24,Argentina,52,113
2021-02-24,Denmark,13,91
2021-02-24,China,-3,77
2021-02-24,Australia,13,112
2021-02-25,France,5,12
2021-02-25,Argentina,50,244
2021-02-25,Denmark,1,248
2021-02-25,China,26,258
2021-02-25,Australia,0,69
2021-02-26,France,37,27
2021-02-26,Argentina,2,136
2021-02-26,Denmark,30,47
2021-02-26,China,28,29
2021-02-26,Australia,29,303
2021-02-27,France,-4,175
2021-02-27,Argentina,-1,140
2021-02-27,Denmark,47,312
2021-02-27,China,15,23
2021-02-27,Australia,48,252
2021-02-28,France,3,103
2021-02-28,Argentina,29,282
2021-02-28,Denmark,43,235
2021-02-28,China,39,43
2021-02-28,Australia,40,283
2021-03-01,France,7,307
2021-03-01,Argentina,17,16
2021-03-01,Denmark,47,250
2021-03-01,China,48,1
2021-03-01,Australia,54,214
2021-03-02,France,2,36
2021-03-02,Argentina,-3,205
2021-03-02,Denmark,-11,117
2021-03-02,China,53,86
2021-03-02,Australia,19,149
2021-03-03,France,55,50
2021-03-03,Argentina,31,209
2021-03-03,Denmark,50,338
2021-03-03,China,19,214
2021-03-03,Australia,33,201
2021-03-04,France,-10,324
2021-03-04,Argentina,32,182
2021-03-04,Denmark,35,193
2021-03-04,China,36,131
2021-03-04,Australia,13,56
2021-03-05,France,31,211
2021-03-05,Argentina,26,273
2021-03-05,Denmark,9,198
2021-03-05,China,-7,74
2021-03-05,Australia,55,98
2021-03-06,France,42,98
2021-03-06,Argentina,40,251
2021-03-06,Denmark,43,335
2021-03-06,China,12,109
2021-03-06,Australia,29,349
2021-03-07,France,51,28
2021-03-07,Argentina,11,212
2021-03-07,Denmark,12,265
2021-03-07,China,38,341
2021-03-07,Australia,14,318
2021-03-08,France,43,45
2021-03-08,Argentina,38,156
2021-03-08,Denmark,13,128
2021-03-08,China,29,111
2021-03-08,Australia,21,281
2021-03-09,France,52,185
2021-03-09,Argentina,11,95
2021-03-09,Denmark,31,180
2021-03-09,China,17,266
2021-03-09,Australia,39,55
2021-03-10,France,13,213
2021-03-10,Argentina,46,123
2021-03-10,Denmark,15,345
2021-03-10,China,1,10
2021-03-10,Australia,51,113
2021-03-11,France,32,178
2021-03-11,Argentina,-5,234
2021-03-11,Denmark,-6,136
2021-03-11,China,14,145
2021-03-11,Australia,18,21
2021-03-12,France,35,259
2021-03-12,Argentina,31,324
2021-03-12,Denmark,42,96
2021-03-12,China,19,60
2021-03-12,Australia,7,267
2021-03-13,France,-9,136
2021-03-13,Argentina,33,270
2021-03-13,Denmark,51,212
2021-03-13,China,40,244
2021-03-13,Australia,24,35
2021-03-14,France,41,229
2021-03-14,Argentina,15,236
2021-03-14,Denmark,-3,334
2021-03-14,China,16,61
2021-03-14,Australia,41,31
2021-03-15,France,6,227
2021-03-15,Argentina,26,234
2021-03-15,Denmark,-7,255
2021-03-15,China,42,271
2021-03-15,Australia,50,70
2021-03-16,France,12,43
2021-03-16,Argentina,38,311
2021-03-16,Denmark,21,220
2021-03-16,China,-3,55
2021-03-16,Australia,20,148
2021-03-17,France,32,349
2021-03-17,Argentina,12,250
2021-03-17,Denmark,12,74
2021-03-17,China,36,247
2021-03-17,Australia,12,177
2021-03-18,France,12,79
2021-03-18,Argentina,33,335
2021-03-18,Denmark,25,21
2021-03-18,China,37,153
2021-03-18,Australia,26,52
2021-03-19,France,7,171
2021-03-19,Argentina,21,45
2021-03-19,Denmark,18,83
2021-03-19,China,-6,328
2021-03-19,Australia,55,31
2021-03-20,France,22,143
2021-03-20,Argentina,25,177
2021-03-20,Denmark,35,84
2021-03-20,China,1,199
2021-03-20,Australia,51,2
2021-03-21,France,8,167
2021-03-21,Argentina,53,34
2021-03-21,Denmark,-10,181
2021-03-21,China,7,237
2021-03-21,Australia,21,334
2021-03-22,France,-10,254
2021-03-22,Argentina,5,150
2021-03-22,Denmark,55,7
2021-03-22,China,19,223
2021-03-22,Australia,29,132
2021-03-23,France,6,304
2021-03-23,Argentina,-9,210
2021-03-23,Denmark,7,261
2021-03-23,China,11,194
2021-03-23,Australia,6,54
2021-03-24,France,5,131
2021-03-24,Argentina,-3,158
2021-03-24,Denmark,-11,256
2021-03-24,China,-4,207
2021-03-24,Australia,21,189
2021-03-25,France,36,231
2021-03-25,Argentina,45,239
2021-03-25,Denmark,55,111
2021-03-25,China,23,317
2021-03-25,Australia,49,226
2021-03-26,France,-4,252
2021-03-26,Argentina,20,131
2021-03-26,Denmark,51,46
2021-03-26,China,27,274
2021-03-26,Australia,52,63
2021-03-27,France,50,225
2021-03-27,Argentina,1,66
2021-03-27,Denmark,46,157
2021-03-27,China,5,321
2021-03-27,Australia,5,337
2021-03-28,France,29,103
2021-03-28,Argentina,28,19
2021-03-28,Denmark,39,78
2021-03-28,China,39,348
2021-03-28,Australia,0,326
2021-03-29,France,41,81
2021-03-29,Argentina,53,147
2021-03-29,Denmark,5,7
2021-03-29,China,24,79
2021-03-29,Australia,-5,115
2021-03-30,France,44,312
2021-03-30,Argentina,-11,194
2021-03-30,Denmark,3,66
2021-03-30,China,54,109
2021-03-30,Australia,5,341
2021-03-31,France,29,286
2021-03-31,Argentina,47,184
2021-03-31,Denmark,28,154
2021-03-31,China,24,287
2021-03-31,Australia,17,213
2021-04-01,France,-1,170
2021-04-01,Argentina,38,339
2021-04-01,Denmark,22,89
2021-04-01,China,-3,160
2021-04-01,Australia,54,241
2021-04-02,France,13,256
2021-04-02,Argentina,31,337
2021-04-02,Denmark,38,249
2021-04-02,China,21,244
2021-04-02,Australia,51,291
2021-04-03,France,46,139
2021-04-03,Argentina,-4,127
2021-04-03,Denmark,-2,104
2021-04-03,China,25,219
2021-04-03,Australia,5,111
2021-04-04,France,-5,31
2021-04-04,Argentina,20,172
2021-04-04,Denmark,16,240
2021-04-04,China,52,299
2021-04-04,Australia,53,240
2021-04-05,France,10,114
2021-04-05,Argentina,-11,327
2021-04-05,Denmark,42,312
2021-04-05,China,15,263
2021-04-05,Australia,0,317
2021-04-06,France,2,179
2021-04-06,Argentina,-1,176
2021-04-06,Denmark,8,3
2021-04-06,China,-5,169
2021-04-06,Australia,-11,324
2021-04-07,France,46,189
2021-04-07,Argentina,49,123
2021-04-07,Denmark,5,166
2021-04-07,China,5,44
2021-04-07,Australia,15,262
2021-04-08,France,17,315
2021-04-08,Argentina,41,191
2021-04-08,Denmark,16,293
2021-04-08,China,11,289
2021-04-08,Australia,7,46
2021-04-09,France,11,165
2021-04-09,Argentina,28,252
2021-04-09,Denmark,27,315
2021-04-09,China,25,51
2021-04-09,Australia,17,4
2021-04-10,France,29,25
2021-04-10,Argentina,14,65
2021-04-10,Denmark,22,143
2021-04-10,China,10,152
2021-04-10,Australia,20,11
2021-04-11,France,40,154
2021-04-11,Argentina,41,1
2021-04-11,Denmark,-6,342
2021-04-11,China,1,21
2021-04-11,Australia,27,224
2021-04-12,France,2,2
2021-04-12,Argentina,-5,74
2021-04-12,Denmark,50,178
2021-04-12,China,30,73
2021-04-12,Australia,38,222
2021-04-13,France,54,211
2021-04-13,Argentina,33,201
2021-04-13,Denmark,46,216
2021-04-13,China,-10,71
2021-04-13,Australia,14,180
2021-04-14,France,-7,131
2021-04-14,Argentina,-1,54
2021-04-14,Denmark,39,156
2021-04-14,China,31,110
2021-04-14,Australia,-8,45
2021-04-15,France,53,271
2021-04-15,Argentina,46,186
2021-04-15,Denmark,5,107
2021-04-15,China,55,305
2021-04-15,Australia,15,206
2021-04-16,France,49,142
2021-04-16,Argentina,43,115
2021-04-16,Denmark,53,137
2021-04-16,China,0,315
2021-04-16,Australia,-8,248
2021-04-17,France,31,180
2021-04-17,Argentina,9,7
2021-04-17,Denmark,29,17
2021-04-17,China,-8,343
2021-04-17,Australia,49,8
2021-04-18,France,-7,129
2021-04-18,Argentina,2,243
2021-04-18,Denmark,42,284
2021-04-18,China,22,282
2021-04-18,Australia,17,48
2021-04-19,France,33,159
2021-04-19,Argentina,-3,93
2021-04-19,Denmark,-1,217
2021-04-19,China,38,139
2021-04-19,Australia,53,235
2021-04-20,France,-11,57
2021-04-20,Argentina,40,11
2021-04-20,Denmark,36,167
2021-04-20,China,42,218
2021-04-20,Australia,14,261
2021-04-21,France,26,177
2021-04-21,Argentina,50,276
2021-04-21,Denmark,37,281
2021-04-21,China,28,205
2021-04-21,Australia,41,199
2021-04-22,France,30,153
2021-04-22,Argentina,50,305
2021-04-22,Denmark,24,42
2021-04-22,China,52,14
2021-04-22,Australia,23,1
2021-04-23,France,4,346
2021-04-23,Argentina,6,187
2021-04-23,Denmark,12,63
2021-04-23,China,-6,318
2021-04-23,Australia,-3,99
2021-04-24,France,-3,135
2021-04-24,Argentina,7,280
2021-04-24,Denmark,22,232
2021-04-24,China,14,44
2021-04-24,Australia,21,180
2021-04-25,France,19,263
2021-04-25,Argentina,-1,223
2021-04-25,Denmark,15,36
2021-04-25,China,54,90
2021-04-25,Australia,47,179
2021-04-26,France,37,203
2021-04-26,Argentina,52,106
2021-04-26,Denmark,18,131
2021-04-26,China,25,17
2021-04-26,Australia,9,19
2021-04-27,France,17,110
2021-04-27,Argentina,26,239
2021-04-27,Denmark,29,89
2021-04-27,China,42,118
2021-04-27,Australia,55,274
2021-04-28,France,4,204
2021-04-28,Argentina,44,212
2021-04-28,Denmark,40,141
2021-04-28,China,26,25
2021-04-28,Australia,28,218
2021-04-29,France,24,100
2021-04-29,Argentina,25,133
2021-04-29,Denmark,-11,182
2021-04-29,China,-8,140
2021-04-29,Australia,-11,125
2021-04-30,France,41,92
2021-04-30,Argentina,-11,90
2021-04-30,Denmark,24,205
2021-04-30,China,21,329
2021-04-30,Australia,27,142
2021-05-01,France,48,32
2021-05-01,Argentina,32,189
2021-05-01,Denmark,42,82
2021-05-01,China,30,223
2021-05-01,Australia,3,288
2021-05-02,France,39,98
2021-05-02,Argentina,35,133
2021-05-02,Denmark,22,35
2021-05-02,China,2,149
2021-05-02,Australia,10,284
2021-05-03,France,34,177
2021-05-03,Argentina,37,196
2021-05-03,Denmark,-11,40
2021-05-03,China,49,42
2021-05-03,Australia,22,22
2021-05-04,France,47,343
2021-05-04,Argentina,1,84
2021-05-04,Denmark,50,289
2021-05-04,China,49,104
2021-05-04,Australia,30,7
2021-05-05,France,-8,258
2021-05-05,Argentina,53,322
2021-05-05,Denmark,19,41
2021-05-05,China,24,131
2021-05-05,Australia,47,251
2021-05-06,France,35,26
2021-05-06,Argentina,24,279
2021-05-06,Denmark,18,118
2021-05-06,China,8,264
2021-05-06,Australia,41,58
2021-05-07,France,31,127
2021-05-07,Argentina,-10,230
2021-05-07,Denmark,-4,74
2021-05-07,China,2,326
2021-05-07,Australia,47,23
2021-05-08,France,28,58
2021-05-08,Argentina,-11,246
2021-05-08,Denmark,37,347
2021-05-08,China,20,308
2021-05-08,Australia,-4,137
2021-05-09,France,55,235
2021-05-09,Argentina,3,13
2021-05-09,Denmark,54,298
2021-05-09,China,47,190
2021-05-09,Australia,7,77
2021-05-10,France,-4,10
2021-05-10,Argentina,16,103
2021-05-10,Denmark,33,302
2021-05-10,China,-11,72
2021-05-10,Australia,-11,71
2021-05-11,France,-6,22
2021-05-11,Argentina,-9,135
2021-05-11,Denmark,-2,293
2021-05-11,China,40,147
2021-05-11,Australia,36,183
2021-05-12,France,-9,244
2021-05-12,Argentina,6,228
2021-05-12,Denmark,52,143
2021-05-12,China,34,73
2021-05-12,Australia,-5,253
2021-05-13,France,-1,289
2021-05-13,Argentina,7,241
2021-05-13,Denmark,6,194
2021-05-13,China,48,316
2021-05-13,Australia,-4,209
2021-05-14,France,1,196
2021-05-14,Argentina,-11,92
2021-05-14,Denmark,9,24
2021-05-14,China,10,144
2021-05-14,Australia,29,170
2021-05-15,France,-4,203
2021-05-15,Argentina,5,290
2021-05-15,Denmark,27,315
2021-05-15,China,36,217
2021-05-15,Australia,15,102
2021-05-16,France,29,296
2021-05-16,Argentina,41,135
2021-05-16,Denmark,4,5
2021-05-16,China,48,85
2021-05-16,Australia,13,347
2021-05-17,France,1,207
2021-05-17,Argentina,51,166
2021-05-17,Denmark,46,161
2021-05-17,China,14,40
2021-05-17,Australia,52,134
2021-05-18,France,24,339
2021-05-18,Argentina,9,8
2021-05-18,Denmark,18,168
2021-05-18,China,42,187
2021-05-18,Australia,16,3
2021-05-19,France,40,24
2021-05-19,Argentina,43,204
2021-05-19,Denmark,-4,200
2021-05-19,China,46,156
2021-05-19,Australia,8,13
2021-05-20,France,-10,266
2021-05-20,Argentina,43,289
2021-05-20,Denmark,28,330
2021-05-20,China,11,58
2021-05-20,Australia,44,50
2021-05-21,France,26,141
2021-05-21,Argentina,27,36
2021-05-21,Denmark,22,181
2021-05-21,China,26,33
2021-05-21,Australia,-4,106
2021-05-22,France,39,295
2021-05-22,Argentina,42,347
2021-05-22,Denmark,24,336
2021-05-22,China,9,19
2021-05-22,Australia,46,18
2021-05-23,France,10,315
2021-05-23,Argentina,-6,208
2021-05-23,Denmark,21,314
2021-05-23,China,36,293
2021-05-23,Australia,-2,335
2021-05-24,France,-2,234
2021-05-24,Argentina,55,63
2021-05-24,Denmark,28,89
2021-05-24,China,7,32
2021-05-24,Australia,17,121
2021-05-25,France,18,277
2021-05-25,Argentina,26,78
2021-05-25,Denmark,50,138
2021-05-25,China,42,102
2021-05-25,Australia,41,339
2021-05-26,France,21,122
2021-05-26,Argentina,45,25
2021-05-26,Denmark,12,199
2021-05-26,China,52,174
2021-05-26,Australia,50,194
2021-05-27,France,-1,232
2021-05-27,Argentina,31,165
2021-05-27,Denmark,1,218
2021-05-27,China,6,60
2021-05-27,Australia,-11,223
2021-05-28,France,4,96
2021-05-28,Argentina,41,273
2021-05-28,Denmark,32,225
2021-05-28,China,32,340
2021-05-28,Australia,-4,291
2021-05-29,France,4,110
2021-05-29,Argentina,46,179
2021-05-29,Denmark,44,183
2021-05-29,China,24,160
2021-05-29,Australia,14,297
2021-05-30,France,18,299
2021-05-30,Argentina,-4,64
2021-05-30,Denmark,34,66
2021-05-30,China,31,173
2021-05-30,Australia,0,111
2021-05-31,France,-1,278
2021-05-31,Argentina,23,344
2021-05-31,Denmark,51,210
2021-05-31,China,1,229
2021-05-31,Australia,-9,260
2021-06-01,France,23,57
2021-06-01,Argentina,44,72
2021-06-01,Denmark,19,302
2021-06-01,China,52,12
2021-06-01,Australia,29,20
2021-06-02,France,27,309
2021-06-02,Argentina,53,155
2021-06-02,Denmark,39,303
2021-06-02,China,7,161
2021-06-02,Australia,30,58
2021-06-03,France,-10,245
2021-06-03,Argentina,5,183
2021-06-03,Denmark,26,13
2021-06-03,China,-2,157
2021-06-03,Australia,48,89
2021-06-04,France,18,238
2021-06-04,Argentina,48,215
2021-06-04,Denmark,0,345
2021-06-04,China,39,151
2021-06-04,Australia,21,238
2021-06-05,France,-11,306
2021-06-05,Argentina,54,225
2021-06-05,Denmark,0,62
2021-06-05,China,12,337
2021-06-05,Australia,49,83
2021-06-06,France,48,80
2021-06-06,Argentina,14,161
2021-06-06,Denmark,49,123
2021-06-06,China,32,109
2021-06-06,Australia,34,91
2021-06-07,France,-5,270
2021-06-07,Argentina,39,329
2021-06-07,Denmark,37,143
2021-06-07,China,13,329
2021-06-07,Australia,8,72
2021-06-08,France,40,104
2021-06-08,Argentina,55,13
2021-06-08,Denmark,-8,259
2021-06-08,China,30,343
2021-06-08,Australia,37,298
2021-06-09,France,36,267
2021-06-09,Argentina,29,32
2021-06-09,Denmark,39,132
2021-06-09,China,15,164
2021-06-09,Australia,-8,162
2021-06-10,France,13,154
2021-06-10,Argentina,46,331
2021-06-10,Denmark,19,137
2021-06-10,China,10,255
2021-06-10,Australia,39,210
2021-06-11,France,51,103
2021-06-11,Argentina,-1,70
2021-06-11,Denmark,6,331
2021-06-11,China,34,22
2021-06-11,Australia,34,139
2021-06-12,France,30,274
2021-06-12,Argentina,36,30
2021-06-12,Denmark,9,176
2021-06-12,China,55,153
2021-06-12,Australia,-6,175
2021-06-13,France,36,140
2021-06-13,Argentina,48,138
2021-06-13,Denmark,-9,38
2021-06-13,China,36,52
2021-06-13,Australia,38,13
2021-06-14,France,11,84
2021-06-14,Argentina,20,349
2021-06-14,Denmark,45,226
2021-06-14,China,6,250
2021-06-14,Australia,14,52
2021-06-15,France,44,278
2021-06-15,Argentina,-2,309
2021-06-15,Denmark,22,69
2021-06-15,China,0,110
2021-06-15,Australia,41,347
2021-06-16,France,21,283
2021-06-16,Argentina,40,177
2021-06-16,Denmark,32,128
2021-06-16,China,31,306
2021-06-16,Australia,1,199
2021-06-17,France,-9,198
2021-06-17,Argentina,19,105
2021-06-17,Denmark,46,101
2021-06-17,China,-5,126
2021-06-17,Australia,49,115
2021-06-18,France,44,57
2021-06-18,Argentina,44,223
2021-06-18,Denmark,-5,305
2021-06-18,China,10,247
2021-06-18,Australia,-8,165
2021-06-19,France,5,25
2021-06-19,Argentina,13,15
2021-06-19,Denmark,29,173
2021-06-19,China,-6,206
2021-06-19,Australia,13,183
2021-06-20,France,55,222
2021-06-20,Argentina,1,253
2021-06-20,Denmark,-5,139
2021-06-20,China,45,106
2021-06-20,Australia,10,134
2021-06-21,France,38,95
2021-06-21,Argentina,-9,209
2021-06-21,Denmark,16,208
2021-06-21,China,-10,82
2021-06-21,Australia,18,26
2021-06-22,France,54,281
2021-06-22,Argentina,42,21
2021-06-22,Denmark,-3,333
2021-06-22,China,28,202
2021-06-22,Australia,4,235
2021-06-23,France,37,261
2021-06-23,Argentina,3,161
2021-06-23,Denmark,5,229
2021-06-23,China,1,261
2021-06-23,Australia,49,128
2021-06-24,France,-9,52
2021-06-24,Argentina,8,129
2021-06-24,Denmark,44,200
2021-06-24,China,12,225
2021-06-24,Australia,-10,36
2021-06-25,France,32,33
2021-06-25,Argentina,30,265
2021-06-25,Denmark,42,347
2021-06-25,China,6,86
2021-06-25,Australia,19,13
2021-06-26,France,38,181
2021-06-26,Argentina,4,264
2021-06-26,Denmark,2,199
2021-06-26,China,47,104
2021-06-26,Australia,49,16
2021-06-27,France,40,91
2021-06-27,Argentina,26,200
2021-06-27,Denmark,45,327
2021-06-27,China,1,125
2021-06-27,Australia,-11,166
2021-06-28,France,-9,154
2021-06-28,Argentina,52,326
2021-06-28,Denmark,5,200
2021-06-28,China,14,30
2021-06-28,Australia,16,269
2021-06-29,France,40,298
2021-06-29,Argentina,20,171
2021-06-29,Denmark,45,156
2021-06-29,China,23,288
2021-06-29,Australia,-7,271
2021-06-30,France,36,304
2021-06-30,Argentina,43,290
2021-06-30,Denmark,38,141
2021-06-30,China,10,130
2021-06-30,Australia,-4,202
2021-07-01,France,41,311
2021-07-01,Argentina,40,177
2021-07-01,Denmark,2,147
2021-07-01,China,-4,163
2021-07-01,Australia,2,195
2021-07-02,France,39,138
2021-07-02,Argentina,44,215
2021-07-02,Denmark,18,63
2021-07-02,China,30,340
2021-07-02,Australia,43,104
2021-07-03,France,0,300
2021-07-03,Argentina,-8,5
2021-07-03,Denmark,21,173
2021-07-03,China,1,60
2021-07-03,Australia,2,163
2021-07-04,France,-6,222
2021-07-04,Argentina,20,236
2021-07-04,Denmark,10,179
2021-07-04,China,31,177
2021-07-04,Australia,43,272
2021-07-05,France,-7,186
2021-07-05,Argentina,32,320
2021-07-05,Denmark,20,253
2021-07-05,China,33,101
2021-07-05,Australia,40,349
2021-07-06,France,4,102
2021-07-06,Argentina,30,62
2021-07-06,Denmark,23,128
2021-07-06,China,38,111
2021-07-06,Australia,0,17
2021-07-07,France,29,133
2021-07-07,Argentina,28,303
2021-07-07,Denmark,3,115
2021-07-07,China,35,125
2021-07-07,Australia,21,274
2021-07-08,France,6,74
2021-07-08,Argentina,-5,158
2021-07-08,Denmark,51,45
2021-07-08,China,44,235
2021-07-08,Australia,46,308
2021-07-09,France,44,115
